No.	確定	都道府県	市区郡	場所・スポット	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	電話番号	ジャンル	ジャンルフリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	項目順	県順	市順	域順
230	完了	山梨県	甲府市	アニメイト甲府	400-0031	山梨県甲府市丸の内1-16-20	KoKori 2F	35.662734	138.569803			055-231-1411	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/kofu/			コウフシ	ア	12	19	1	2
231	完了	山梨県	甲府市	らしんばん甲府店	400-0031	山梨県甲府市丸の内1-16-20	KoKori  2F	35.662734	138.569803			055-236-6570	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2011年12月10日オープン	https://www.lashinbang.com/store/kofu/			コウフシ	ラ	19	19	1	2
232	完了	福井県	福井市	アニメショップ・エポ	910-0005	福井県福井市大手3-4-1	福井放送会館 B1F	36.062925	136.219729			0776-26-8086	その他	ソノタ	アニメ、マンガ、ゲーム関連の同人誌、グッズ、CD取り扱い専門店			http://wwwreg.asobine.com/shisetsu/shisetsu.php/LS0000000519	フクイシ	ソ	29	18	1	4
233	完了	福井県	福井市	アニメイト福井	910-0006	福井県福井市中央1-8-17	テアトルビル 1F	36.061797	136.218522			0776-28-0255	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/fukui/			フクイシ	ア	12	18	1	4
234		石川県	金沢市	ポケモンセンターカナザワ	920-0849	石川県金沢市堀川新町3-1	金沢フォーラス 5F	36.579425	136.650101				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/pokecen/kanazawa/			カナザワシ	ホ	27	17	3	4
235	完了	石川県	金沢市	アニメイト金沢	920-0997	石川県金沢市竪町24	BELSEL 3F	36.558823	136.65495			076-262-8333	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/kanazawa/			カナザワシ	ア	12	17	3	4
236	完了	石川県	金沢市	らしんばん金沢店	920-0997	石川県金沢市竪町24	BELSEL 3F	36.558823	136.65495			076-260-0501	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2011年10月29日オープン	https://www.lashinbang.com/store/kanazawa/			カナザワシ	ラ	19	17	3	4
237	完了	富山県	富山市	アニメイト富山	930-0004	富山県富山市桜橋通り5-13	富山興銀ビル B1F	36.697496	137.215706			076-439-8577	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/toyama/			トヤマシ	ア	12	16	1	4
238	完了	新潟県	長岡市	アニメイト長岡	940-0061	新潟県長岡市城内町2甲-749-11	今井ビル3F	37.448379	138.853544			0258-30-0851	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店<br />※2014年4月26日オープン	https://www.animate.co.jp/shop/nagaoka/			ナガオカシ	ア	12	15	4	4
239	完了	新潟県	新潟市	アニメイト新潟	950-0087	新潟県新潟市中央区東大通1-8-5	アニメ・コミック館 2F	37.915549	139.062663			025-240-2333	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店<br />2008年※11月22日オープン	https://www.animate.co.jp/shop/niigata/			ニイガタシ	ア	12	15	18	4
240	完了	新潟県	新潟市	ACOS新潟	950-0087	新潟県新潟市中央区東大通1-8-5	アニメ・コミック館 2F	37.915549	139.062663			025-240-2333	アニメイト	アニメイト	アニメキャラクターのコスプレ衣装、ウィッグ、グッズなどを販売するアニメイトのコスチューム館<br />2008年※11月22日オープン	https://www.acos.me/blog/store/niigata/			ニイガタシ	ア	12	15	18	4
241	完了	新潟県	新潟市	らしんばん新潟店	950-0087	新潟県新潟市中央区東大通1-8-5	アニメ・コミック館 3F	37.915549	139.062663			025-240-6050	アニメイト	アニメイト	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />2008年※11月22日オープン	https://www.lashinbang.com/store/niigata/			ニイガタシ	ア	12	15	18	4
242	完了	新潟県	新潟市	メロンブックス新潟店	950-0087	新潟県新潟市中央区東大通1-8-5	アニメ・コミック館 3F	37.915549	139.062663			025-240-5519	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗<br />2008年※11月22日オープン	https://www.melonbooks.co.jp/shop/shop.php?wp_id=13			ニイガタシ	メ	20	15	18	4
243	完了	新潟県	新潟市	ガシャポンのデパート 新潟店	950-0912	新潟県新潟市中央区南笹口1-1-1	ひもろぎビル 2F	37.908394	139.063750				ガシャポンのデパート	ガシャポンのデパート	バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店。<br />設置総数500面、施設面積約86.64平方メートル㎡(約26.20坪)。<br />※2021年3月5日オープン	https://bandainamco-am.co.jp/others/capsule-toy-store/store/niigata/			ニイガタシ	カ	28	15	18	4
244	完了	静岡県	沼津市	アニメイト沼津	410-0801	静岡県沼津市大手町5-9-21	マルトモビル 1F	35.101438	138.858057			055-964-1651	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/numazu/			ヌマヅシ	ア	12	22	2	3
245	完了	静岡県	沼津市	ゲーマーズ沼津店	410-0803	静岡県沼津市添地町72	青秀ビル 1F	35.101551	138.856822			055-952-1122	ゲーマーズ	ゲーマーズ	キャラクターグッズを中心としたアニメ・コミック・ゲーム関連グッズ専門店<br />※2016年2月27日オープン	https://www.gamers.co.jp/shop/37445/			ヌマヅシ	ケ	16	22	2	3
246		静岡県	御殿場市	ポケモンストア 御殿場店	412-0023	静岡県御殿場市深沢1312	御殿場プレミアム・アウトレット内 2630区	35.307028	138.967079				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/store/gotemba/			ゴテンバシ	ホ	27	22	3	3
247	完了	静岡県	静岡市	アニメイトイオンモール富士宮	418-0032	静岡県富士宮市浅間町1-8	イオンモール富士宮 2F	35.220471	138.611979			0544-25-8331	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/fujinomiya/			シズオカシ	ア	12	22	15	3
248	完了	静岡県	静岡市	メロンブックス静岡店	420-0852	静岡県静岡市葵区紺屋町8-6	ミマツ駅前ビル 5F	34.973095	138.386459			054-653-4155	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗<br />※2014年4月12日に、静岡呉服町ビル3F（葵区呉服町1-6-11）から、現在地に移転	https://www.melonbooks.co.jp/shop/shop.php?wp_id=16			シズオカシ	メ	20	22	15	3
249	完了	静岡県	静岡市	アニメイト静岡パルコ	420-0852	静岡県静岡市葵区紺屋町6-7	静岡PARCO 6F	34.972776	138.385764			054-273-3450	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/shizuoka/			シズオカシ	ア	12	22	15	3
250	完了	静岡県	静岡市	駿河屋静岡本店	420-0852	静岡県静岡市葵区紺屋町8-1	JADE紺屋町ビル 1～3F	34.973291	138.386906			054-251-1770	駿河屋	スルガヤ	ゲーム・古本・DVD・CD・トレカ・フィギュア 通販ショップ「駿河屋」の実店舗	http://www.a-too.co.jp/shopsearch/駿河屋静岡本店/			シズオカシ	ス	23	22	15	3
251	完了	静岡県	静岡市	アニメガ×ソフマップ 静岡店	420-0858	静岡県静岡市葵区伝馬町6-1	静岡東急スクエア B1F	34.974524	138.387581			054-653-6151	アニメガ	アニメガ	文教堂書店のアニメ関連商品の販売に特化した店舗としてスタートした「アニメガ」が、ソフマップに事業譲渡され、2019年11月1日に「アニメガ×ソフマップ」としてリニューアルオープンした店舗	https://www.sofmap.com/tenpo/contents/?id=shops&sid=animega_shizuoka			シズオカシ	ア	22	22	15	3
252	完了	静岡県	静岡市	駿河屋馬渕店	422-8063	静岡県静岡市駿河区馬渕2-3-5		34.965734	138.388785			054-203-6022	駿河屋	スルガヤ	ゲーム・古本・DVD・CD・トレカ・フィギュア 通販ショップ「駿河屋」の実店舗	http://www.a-too.co.jp/shopsearch/駿河屋馬渕店/			シズオカシ	ス	23	22	15	3
253	完了	静岡県	浜松市	アニメイト浜松	430-0926	静岡県浜松市中区砂山町6-1	浜松メイワン4F	34.704203	137.734469			053-458-0031	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/hamamatsu/			ハママツシ	ア	12	22	21	3
254	完了	静岡県	浜松市	らしんばん浜松店	430-0933	静岡県浜松市中区鍛冶町1-39	ピンストライプビル 2F	34.703399	137.731723			053-451-7058	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2012年7月20日オープン	https://www.lashinbang.com/store/hamamatsu/			ハママツシ	ラ	19	22	21	3
255	完了	静岡県	浜松市	アニメイトイオン浜松市野	435-0052	静岡県浜松市東区天王町字諏訪1981-3	イオンモール浜松市野2F	34.740184	137.762933			053-411-3081	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/hamamatsuichino/			ハママツシ	ア	12	22	21	3
256	完了	愛知県	豊橋市	アニメイト豊橋	440-0075	愛知県豊橋市花田町西宿	カルミアB1F	34.763613	137.382333			0532-51-5322	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/toyohashi/			トヨハシシ	ア	12	23	40	3
257	完了	愛知県	豊橋市	らしんばん豊橋店	440-0881	愛知県豊橋市広小路1-18	ウェルプラザユメックス 3F	34.764501	137.384849			0532-57-6161	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2006年11月11日オープン	https://www.lashinbang.com/store/toyohashi/			トヨハシシ	ラ	19	23	40	3
258	完了	愛知県	豊橋市	メロンブックス豊橋店	440-0881	愛知県豊橋市広小路1-18	ウェルプラザユメックス3F	34.764501	137.384849			0532-57-1101	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗	https://www.melonbooks.co.jp/shop/shop.php?wp_id=15			トヨハシシ	メ	20	23	40	3
259	完了	愛知県	豊橋市	とらのあな出張所 豊橋店	440-8517	愛知県豊橋市広小路1-6	精文館書店豊橋本店C館 3F	34.764554	137.384007				とらのあな	トラノアナ	同人誌及びアニメ・コミック・ゲーム関連グッズ専門店	http://www.toranoana.jp/shop/ex_toyohashi/			トヨハシシ	ト	14	23	40	3
260	完了	愛知県	岡崎市	アニメイト東岡崎	444-0860	愛知県岡崎市明大寺本町4-14	太田ビル2F	34.952645	137.166147			0564-25-0981	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/higashiokazaki/			オカザキシ	ア	12	23	31	3
261	完了	愛知県	名古屋市	麦わらストア 名古屋店	450-0002	愛知県名古屋市中村区名駅1-2-2	近鉄パッセ 8F	35.169241	136.884143			052-561-7528	その他	ソノタ	『ONE PIECE』のオフィシャルショップ	http://www.mugiwara-store.com/store/1254			ナゴヤシ	ソ	29	23	1	3
262	完了	愛知県	名古屋市	TOWERanime名古屋近鉄パッセ店	450-0002	愛知県名古屋市中村区名駅1-2-2	近鉄パッセ 9F	35.169161	136.884281				TOWERanime	タワーアニメ	タワーレコードが、既存店を改装して新設したアニソンに特化した専門店<br />同人CDを含むCDならびにDVDなど映像作品をはじめ、書籍、雑誌、コミックからフィギュア、トレーディングカードなど関連グッズ全般を取り扱っています。<br />※2015年7月17日オープン	https://tower.jp/toweranime/shop/nagoyakintetsupasse/			ナゴヤシ	タ	25	23	1	3
263	完了	愛知県	名古屋市	アニメガ×ソフマップ 名古屋駅西店	453-0015	愛知県名古屋市中村区椿町6-9	ビックカメラ 名古屋駅西店店内3F	35.170303	136.879560			0077-78-9888	アニメガ	アニメガ	文教堂書店のアニメ関連商品の販売に特化した店舗としてスタートした「アニメガ」が、ソフマップに事業譲渡され、2019年11月1日に「アニメガ×ソフマップ」として新たにオープンした店舗	https://www.sofmap.com/tenpo/contents/?id=shops&sid=animega_nagoyaekinishi			ナゴヤシ	ア	22	23	1	3
264	完了	愛知県	名古屋市	アニメイトカフェ名古屋	453-0015	愛知県名古屋市中村区椿町10-5	サン・タウン名駅椿 本館2F	35.168866	136.878635			052-459-3215	アニメイトカフェ	アニメイトカフェ	株式会社アニメイトが運営する、アニメ・ゲーム・マンガなどの作品とコラボレーションしたカフェ	https://cafe.animate.co.jp/shop/nagoya/			ナゴヤシ	ア	13	23	1	3
265	完了	愛知県	名古屋市	らしんばん名古屋店本館	453-0015	愛知県名古屋市中村区椿町10-5	サン・タウン名駅椿 本館 3～4F	35.168866	136.878635				らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2017年8月26日オープン	https://www.lashinbang.com/store/nagoya_2/			ナゴヤシ	ラ	19	23	1	3
266	完了	愛知県	名古屋市	アニメイト名古屋	453-0015	愛知県名古屋市中村区椿町18-4	椿太閤ビル	35.168018	136.880687			052-453-1322	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/nagoya/			ナゴヤシ	ア	12	23	1	3
267	完了	愛知県	名古屋市	メロンブックス名古屋店	453-0015	愛知県名古屋市中村区椿町21-2	第2太閤ビル 1F	35.168073	136.879209			052-453-2877	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗	https://www.melonbooks.co.jp/shop/shop.php?wp_id=14			ナゴヤシ	メ	20	23	1	3
268	完了	愛知県	名古屋市	ACOS名古屋	453-0015	愛知県名古屋市中村区椿町21-2	第3太閤ビル 3F	35.168187	136.879209			052-453-1322	アニメイト	アニメイト	アニメキャラクターのコスプレ衣装、ウィッグ、グッズなどを販売するアニメイトのコスチューム館	https://www.acos.me/blog/store/nagoya/			ナゴヤシ	ア	12	23	1	3
269	完了	愛知県	名古屋市	フロマージュブックス名古屋店	453-0015	愛知県名古屋市中村区椿町21-2	第3太閤ビル 4F	35.168187	136.879209			052-433-1998	メロンブックス	メロンブックス	女性向け同人誌専門店<br />※2017年12月29日オープン	https://www.melonbooks.co.jp/shop/shop.php?wp_id=40			ナゴヤシ	メ	20	23	1	3
270	完了	愛知県	名古屋市	メロンブックス名古屋2号店	453-0015	愛知県名古屋市中村区椿町21-2	第3太閤ビル 4～5F	35.168187	136.879209			052-453-2877	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗	https://www.melonbooks.co.jp/shop/			ナゴヤシ	メ	20	23	1	3
271	完了	愛知県	名古屋市	K-BOOKS 名古屋フロンティア館	453-0015	愛知県名古屋市中村区椿町21-5		35.167946	136.879189				K-BOOKS	ケイブックス	マンガ・ライトノベル・中古同人誌・アニメグッズ専門店	http://www.k-books.co.jp/company/shop/nagoya-frontier.html			ナゴヤシ	ケ	17	23	1	3
272	完了	愛知県	名古屋市	アニメイトカフェ名古屋2号店	453-0015	愛知県名古屋市中村区椿町21-9	第1太閤ビルディング 1F	35.167968	136.878887				アニメイトカフェ	アニメイトカフェ	株式会社アニメイトが運営する、アニメ・ゲーム・マンガなどの作品とコラボレーションしたカフェ	https://cafe.animate.co.jp/shop/nagoya_2/			ナゴヤシ	ア	13	23	1	3
273	完了	愛知県	名古屋市	とらのあな名古屋店	453-0015	愛知県名古屋市中村区椿町22‐2	名駅中駒ビル	35.167677	136.879272			052-950-6551	とらのあな	トラノアナ	同人誌及びアニメ・コミック・ゲーム関連グッズ専門店	http://www.toranoana.jp/shop/nagoya/			ナゴヤシ	ト	14	23	1	3
274	完了	愛知県	名古屋市	ガシャポンのデパートららぽーと 名古屋みなとアクルス店	455-0018	愛知県名古屋市港区港明2-3-2	名古屋みなとアクルス店 3F	35.108389	136.882590				ガシャポンのデパート	ガシャポンのデパート	"バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店。<br />設置総数1,000面<br />※2020年10月9日オープン"	https://bandainamco-am.co.jp/others/capsule-toy-store/store/nagoyaminato-aquls/			ナゴヤシ	カ	28	23	1	3
275	完了	愛知県	名古屋市	アニメイトイオンモール大高	459-8016	愛知県名古屋市緑区南大高2-450	イオンモール大高 3F	35.053019	136.947517			052-626-1831	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/odaka/			ナゴヤシ	ア	12	23	1	3
276		愛知県	名古屋市	ポケモンセンターナゴヤ	460-0008	愛知県名古屋市中区栄3-16-1	松坂屋名古屋店 本館 5F	35.165088	136.907646				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/pokecen/nagoya/			ナゴヤシ	ホ	27	23	1	3
277	完了	愛知県	名古屋市	アニメイト名古屋パルコ	460-0008	愛知県名古屋市中区栄3-29-1	名古屋PARCO東館 4F	35.163572	136.908207			052‐684-8877	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店<br />※2019年2月１日付で「アニメイト栄」から店名変更	https://www.animate.co.jp/shop/sakae/			ナゴヤシ	ア	12	23	1	3
278	完了	愛知県	名古屋市	らしんばん名古屋大須店	460-0011	愛知県名古屋市中区大須3-10-35	MultinaBox 2F	35.160464	136.905265			0570-008-620	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2019年10月5日オープン	https://www.lashinbang.com/store/nagoya_osu/			ナゴヤシ	ラ	19	23	1	3
279	完了	愛知県	名古屋市	ジーストア名古屋	460-0011	愛知県名古屋市中区大須3-11-34		35.160574	136.904524			052-242-3181	ジーストア	ジーストア	キャラクターグッズ専門店<br />コスパ商品正規取扱店舗	http://www.geestore.com/geenet/geestore/nagoya			ナゴヤシ	シ	18	23	1	3
280	完了	愛知県	名古屋市	駿河屋名古屋大須トレカ・ボードゲーム館	460-0011	愛知県名古屋市中区大須3-16-11		35.160282	136.903505			052-684-6699	駿河屋	スルガヤ	ゲーム・古本・DVD・CD・トレカ・フィギュア 通販ショップ「駿河屋」の実店舗<br />※2019年12月21日オープン	https://www.suruga-ya.jp/feature/osu/			ナゴヤシ	ス	23	23	1	3
281	完了	愛知県	名古屋市	まんだらけ 名古屋店	460-0011	愛知県名古屋市中区大須3-18-21		35.159984	136.904473			052-261-0700	まんだらけ	マンダラケ	マンガ専門の古書店	http://mandarake.co.jp/shop/ngy/			ナゴヤシ	マ	21	23	1	3
282		愛知県	名古屋市	ジャングル名古屋店	460-0011	愛知県名古屋市中区大須3-19-1		35.160306	136.904769			052-684-7544	ジャングル	ジャングル		https://jungle-scs.co.jp/?page_id=67			ナゴヤシ	シ	26	23	1	3
283	完了	愛知県	名古屋市	ゲーマーズ名古屋店	460-0011	愛知県名古屋市中区大須3-30-40	万松寺ビル 1F	35.159109	136.905425			052-269-0211	ゲーマーズ	ゲーマーズ	キャラクターグッズを中心としたアニメ・コミック・ゲーム関連グッズ専門店	https://www.gamers.co.jp/shop/4172/			ナゴヤシ	ケ	16	23	1	3
284	完了	愛知県	名古屋市	ボークス名古屋ショールーム	460-0011	愛知県名古屋市中区大須4-1-71	矢場町中駒ビル 2F	35.161366	136.906651			052-238-0771	ボークス	ボークス	模型・フィギュアメーカーのボークスが、ホビー最新情報発信基地として展開するホビー専門店	http://www.volks.co.jp/jp/shop/nagoya_sr/			ナゴヤシ	ホ	24	23	1	3
285	完了	愛知県	名古屋市	アニメイト金山	460-0022	愛知県名古屋市中区金山4-6-27	金山共同ビル 2F	35.143593	136.902944			052-339-5711	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/kanayama/			ナゴヤシ	ア	12	23	1	3
286	完了	愛知県	豊田市	アニメイト豊田	471-0026	愛知県豊田市若宮町2-70	若宮ビル 1F	35.088248	137.156248			0565-36-4171	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/toyota/			トヨダシ	ア	12	23	35	3
287		愛知県	常滑市	ポケモンストア 中部国際空港店	479-0881	愛知県常滑市セントレア1-1	中部国際空港旅客ターミナルビル 4F	34.858676	136.814559				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/store/chubu-airport/			トコナメシ	ホ	27	23	19	3
288	完了	岐阜県	岐阜市	アニメイト岐阜	500-8429	岐阜県岐阜市加納清水町3-8-1	日本泉ビル 1F	35.408636	136.758137			058-268-8500	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/gifu/			ギフシ	ア	12	21	1	3
289	完了	岐阜県	岐阜市	駿河屋大垣店	503-0934	岐阜県大垣市外淵2-137		35.327601	136.619424			0584-87-0353	駿河屋	スルガヤ	ゲーム・古本・DVD・CD・トレカ・フィギュア 通販ショップ「駿河屋」の実店舗<br />※2019年5月18日オープン	https://www.suruga-ya.jp/feature/ogaki/			ギフシ	ス	23	21	1	3
290	完了	三重県	四日市市	アニメイト四日市	510-0075	三重県四日市市安島1-2-18	三誠ビル 4F	34.968054	136.617423			059-356-2708	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/yokkaichi/			ヨッカイチシ	ア	12	24	3	3
291	完了	三重県	桑名市	アニメイトイオンモール桑名	511-0863	三重県桑名市新西方1-22	イオンモール桑名SC1番街 3F	35.072243	136.662573			0594-27-1361	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/kuwana/			クワナシ	ア	12	24	2	3
292	完了	滋賀県	草津市	アニメイト アル・プラザ草津	525-0025	滋賀県草津市西渋川1-23-30	アル・プラザ草津 2F	35.025489	135.958509			077-561-4061	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/kusatsu/			クサツシ	ア	12	25	2	5
293	完了	大阪府	大阪市	ゲーマーズ梅田店	530-0001	大阪府大阪市北区梅田1-1-3-B100 	大阪駅前第3ビル B1F	34.698858	135.499291			06-6442-3755	ゲーマーズ	ゲーマーズ	キャラクターグッズを中心としたアニメ・コミック・ゲーム関連グッズ専門店	https://www.gamers.co.jp/shop/4214/			オオサカシ	ケ	16	27	1	5
294	完了	大阪府	大阪市	麦わらストア 梅田店	530-0001	大阪府大阪市北区梅田3-1-1	大丸梅田店 13F	34.701564	135.496525				その他	ソノタ					オオサカシ		29	27	1	5
295	完了	大阪府	大阪市	TOWERanime梅田NU茶屋町店	530-0013	大阪府大阪市北区茶屋町10-12	NU chayamachi 6F	34.707034	135.499177			06-6373-2951	TOWERanime	タワーアニメ	タワーレコードが、既存店を改装して新設したアニソンに特化した専門店<br />同人CDを含むCDならびにDVDなど映像作品をはじめ、書籍、雑誌、コミックからフィギュア、トレーディングカードなど関連グッズ全般を取り扱っています。<br />※2016年7月28日オープン	https://tower.jp/toweranime/shop/umedanuchayamachi/			オオサカシ	タ	25	27	1	5
296	完了	大阪府	大阪市	駿河屋梅田ロフト店	530-0013	大阪府大阪市北区茶屋町16-7	梅田ロフト7F	34.707985	135.499936				駿河屋	スルガヤ	ゲーム・古本・DVD・CD・トレカ・フィギュア 通販ショップ「駿河屋」の実店舗<br />※2020年5月オープン	https://www.suruga-ya.jp/feature/umeda/			オオサカシ	ス	23	27	1	5
297	完了	大阪府	大阪市	アニメイト梅田	530-0015	大阪府大阪市北区中崎西2-4-12	梅田センタービルB1F	34.706014	135.501994			06-6292-4601	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/umeda/			オオサカシ	ア	12	27	1	5
298	完了	大阪府	大阪市	ガシャポンのデパート HEPFIVE店	530-0017	大阪府大阪市北区角田町5-15	HEP FIVE 9F	34.704091	135.500422				ガシャポンのデパート	ガシャポンのデパート	"バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店。<br />設置総数1,000面<br />※2020年12月18日オープン"	https://bandainamco-am.co.jp/others/capsule-toy-store/store/hepfive/			オオサカシ	カ	28	27	1	5
299	完了	大阪府	大阪市	まんだらけ うめだ店	530-0027	大阪府大阪市北区堂山町9-28		34.703099	135.503955			06-6363-7777	まんだらけ	マンダラケ	マンガ専門の古書店	http://mandarake.co.jp/shop/osk/			オオサカシ	マ	21	27	1	5
300	完了	大阪府	大阪市	メロンブックス梅田店	530-0027	大阪府大阪市北区堂山町15-17	梅田SHOPTOWN ACT III 205号	34.704585	135.503138				メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗<br />2018年6月9日オープン	https://www.melonbooks.co.jp/shop/shop.php?wp_id=45			オオサカシ	メ	20	27	1	5
301	完了	大阪府	大阪市	とらのあな梅田店	530-0057	大阪府大阪市北区曽根崎2-10-15	曽根崎センタービル 3F	34.700737	135.500735			06-6131-0130	とらのあな	トラノアナ	同人誌及びアニメ・コミック・ゲーム関連グッズ専門店	http://www.toranoana.jp/shop/umeda/			オオサカシ	ト	14	27	1	5
302		大阪府	大阪市	ポケモンセンターオーサカ	530-8202	大阪府大阪市北区梅田3-1-1	大丸梅田店 13F	34.701980	135.496548				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/pokecen/osaka/			オオサカシ	ホ	27	27	1	5
303	完了	大阪府	大阪市	アニメイト京橋	534-0024	大阪府大阪市都島区東野田町1-6-16	ワタヤ・コスモスビル 2F	34.696393	135.530375			06-6352-8864	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/kyobashi/			オオサカシ	ア	12	27	1	5
304	完了	大阪府	大阪市	ジーストア大阪	542-0075	大阪府大阪市中央区難波千日前7-7		34.66331	135.504698			06-6630-7655	ジーストア	ジーストア	キャラクターグッズ専門店<br />コスパ商品正規取扱店舗	http://www.geestore.com/geenet/geestore/osaka			オオサカシ	シ	18	27	1	5
305		大阪府	大阪市	ポケモンセンターオーサカDX ＆ ポケモンカフェ	542-8501	大阪府大阪市中央区心斎橋筋1-7-1	大丸心斎橋店 本館 9F	34.673188	135.500755				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/pokecen/osakadx/			オオサカシ	ホ	27	27	1	5
306	完了	大阪府	大阪市	まんだらけ グランドカオス	542-0086	大阪府大阪市中央区西心斎橋2-9-22		34.670512	135.498239			06-6212-0771	まんだらけ	マンダラケ	マンガ専門の古書店	http://mandarake.co.jp/shop/gcs/			オオサカシ	マ	21	27	1	5
307	完了	大阪府	大阪市	アニメイト天王寺	545-0052	大阪府大阪市阿倍野区阿倍野筋1-4-7	Gビル阿倍野01 3F	34.647049	135.512372			06-6643-5818	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/tennoji/			オオサカシ	ア	12	27	1	5
308	完了	大阪府	大阪市	アニメイトカフェ天王寺	545-0052	大阪府大阪市阿倍野区阿倍野筋1-4-7	Gビル阿倍野01 4F	34.647023	135.512425			06-6630-8121	アニメイトカフェ	アニメイトカフェ	株式会社アニメイトが運営する、アニメ・ゲーム・マンガなどの作品とコラボレーションしたカフェ<br />※2012年12月1日オープン	https://cafe.animate.co.jp/shop/tennoji/			オオサカシ	ア	13	27	1	5
