No.	確定	都道府県	市区郡（統計用）	場所・スポット	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	電話番号	ジャンル	ジャンルフリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	項目順	県順	市順	域順
138	完了	東京都	武蔵野市	WIT STUDIO　本社	180-0006	東京都武蔵野市中町1-19-3	武蔵野YSビル5F	35.705028	139.561991				アニメ制作会社	ウィットスタシオ1	Production I.Gの企画室プロデューサーである和田丈嗣が、中武哲也、浅野恭司ら制作6課と共に独立し、Production I.Gのグループ企業として2012年6月1日に設立したアニメ制作会社。初の元請制作作品は2013年の『進撃の巨人』。<br />代表作は、<br />『終わりのセラフ』、<br />『甲鉄城のカバネリ』、<br />『魔法使いの嫁』、<br />『恋は雨上がりのように』、<br />『ヴィンランド・サガ』<br />など。	http://www.witstudio.co.jp/			ムサシノシ	ウ	1	13	48	2
139	完了	東京都	武蔵野市	Production I.G 本社	180-0006	東京都武蔵野市中町2-1-9		35.705955	139.561727	"https://www.google.co.jp/maps/@35.706087,139.561809,3a,90y,204.77h,114.95t/data=!3m4!1e1!3m2!1sArIh386rz4zHGHqZSfHveg!2e0?hl=ja"		0422-53-0136	アニメ制作会社	フロタクションアイシイホンシャ	アニメ制作会社。<br />代表作は、<br />『赤い光弾ジリオン』<br />『バンパイヤン・キッズ』<br />『攻殻機動隊 STAND ALONE COMPLEX』<br />『風人物語』<br />『お伽草子』<br />『BLOOD+』<br />『IGPX』<br />『xxxHOLiC』<br />『精霊の守り人』<br />『図書館戦争』<br />『戦国BASARA』<br />『東のエデン』<br />『君に届け』<br />『うさぎドロップ』<br />『BLOOD-C』<br />『ギルティクラウン』<br />『ROBOTICS;NOTES』<br />『PSYCHO-PASS サイコパス』<br />など。	http://www.production-ig.co.jp/			ムサシノシ	フ	1	13	48	2
140	完了	東京都	武蔵野市	ANIMA＆COMPANY　三鷹NAZ STUDIO	180-0006	東京都武蔵野市中町2-30-14	MOLAビル2F	35.705898	139.567946				アニメ制作会社	アニマアントカンハニー	アニメ制作会社であるアニマ&カンパニーの制作スタジオ。				ムサシノシ	ア	1	13	48	2
141	完了	東京都	武蔵野市	J.C.STAFF	180-0022	東京都武蔵野市境2-14-1	スイングビル5F	35.70245	139.542945			0422-50-7555	アニメ制作会社	シェイシイスタッフ	アニメ制作会社。1986年1月設立。<br />代表作は、<br />『メタルファイター♥MIKU』<br />『少女革命ウテナ』<br />『MAZE☆爆熱時空』<br />『アリスSOS』<br />『魔術士オーフェン』<br />『イケてる2人』<br />『へっぽこ実験アニメーション エクセル♥サーガ』<br />『だぁ！だぁ！だぁ！』<br />『R.O.D -THE TV-』<br />『ハチミツとクローバー』<br />『灼眼のシャナ』<br />『ゼロの使い魔』<br />『とある魔術の禁書目録』<br />『とある科学の超電磁砲』<br />『とらドラ！』<br />『のだめカンタービレ 』<br />『あの夏で待ってる』<br />など。	http://www.jcstaff.co.jp/		作品名に特殊文字	ムサシノシ	シ	1	13	48	2
142	完了	東京都	武蔵野市	オレンジ	180-0023	東京都武蔵野市境南町3-14-4	サンセイビル	35.699386	139.541287	"https://www.google.com/maps/@35.6993552,139.5414778,3a,75y,271.71h,111.11t/data=!3m7!1e1!3m5!1sccJa_9SB3wjfg99kpBB65Q!2e0!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3DccJa_9SB3wjfg99kpBB65Q%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D205.21326%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192"		0422-39-4040	アニメ制作会社	オレンシ	CGアニメ制作会社。<br />『創聖のアクエリオン』や『攻殻機動隊 SAC』などで3DCGIを手がけたフリーのCGディレクターの井野元英二が代表となって2004年5月1日に設立。<br />代表作は、<br />『銀河機攻隊 マジェスティックプリンス』<br />『ブラック・ブレット』<br />『NORN9 ノルン+ノネット』<br />『Dimension W』<br />『宝石の国』<br />『BEASTARS』<br />など。	http://orange-cg.com/			ムサシノシ	オ	1	13	48	2
143	完了	東京都	三鷹市	朱夏	181-0012	東京都三鷹市上連雀4-3-1	宮沢ビル1F-B	35.696532	139.558970	"https://www.google.co.jp/maps/@35.69646,139.559178,3a,90y,293.85h,108.82t/data=!3m4!1e1!3m2!1s2AxE4ipIJcoSTDJve8-dsg!2e0?hl=ja"		0422-70-2251	アニメ制作会社	シュカ	アニメ制作会社。2013年6月設立。<br />ブレインズ・ベース第三制作部が独立して設立し、『デュラララ!!×2 承』（2015年放送）にて元請制作を開始。<br />2016年、初のオリジナルアニメーション『91Days』を制作。	http://shuka.co.jp/			ミタカシ	シ	1	13	47	2
144	完了	東京都	三鷹市	ぴえろ	181-0013	東京都三鷹市下連雀2-29-13		35.700096	139.566346	"https://www.google.co.jp/maps/@35.700211,139.566193,3a,59.8y,142.33h,104.52t/data=!3m4!1e1!3m2!1sXVya61v7kLBuzht5mijUbA!2e0?hl=ja"		0422-70-6401	アニメ制作会社	ヒエロ	アニメ制作会社。1979年5月設立。<br />代表作は、<br />『うる星やつら』<br />『まいっちんぐマチコ先生』<br />『魔法の天使クリィミーマミ』<br />『きまぐれオレンジ☆ロード』<br />『幽☆遊☆白書』<br />『NINKU-忍空-』<br />『ふしぎ遊戯』<br />『NARUTO』<br />『しろくまカフェ』<br />など。	http://www.pierrot.jp/			ミタカシ	ヒ	1	13	47	2
145	完了	東京都	三鷹市	ブレインズ・ベース	181-0013	東京都三鷹市下連雀3-12-17	三鷹クリエイトビル	35.698543	139.56296			0422-70-3935	アニメ制作会社	フレインスヘエス	東京ムービー新社のプロデューサーだった小沢十光が1996年7月に設立したアニメ制作会社。<br />代表作は、<br />『かみちゅ！』<br />『ガンパレード・オーケストラ』<br />『機神大戦ギガンティック・フォーミュラ』<br />『バッカーノ！』<br />『夏目友人帳』<br />『デュラララ!!』<br />『海月姫』<br />『輪るピングドラム』<br />『神様ドォルズ』<br />『やはり俺の青春ラブコメはまちがっている。』<br />『ブラッドラッド』<br />『一週間フレンズ。』<br />『境界のRINNE』<br />『グリムノーツ The Animation』<br />『虚構推理』<br />など。	http://www.brainsbase.co.jp/			ミタカシ	フ	1	13	47	2
146	完了	東京都	三鷹市	SILVER LINK.	181-0013	東京都三鷹市下連雀3-30-8	丸正三鷹ビル3～4Ｆ	35.697751	139.561333			0422-60-3160	アニメ制作会社	シルハアリンク	フロントラインで制作本部長・制作プロデューサーを務めていた金子逸人が独立して2007年12月に設立したアニメ制作会社。<br />初の元請制作作品は、2009年の『タユタマ -Kiss on my Deity-』。<br />代表作は、<br />『バカとテストと召喚獣』<br />『黄昏乙女×アムネジア』<br />『ココロコネクト』<br />『お兄ちゃんだけど愛さえあれば関係ないよねっ』<br />『Fate/kaleid liner プリズマ☆イリヤ』<br />『ストライク・ザ・ブラッド』<br />『のんのんびより』<br />『六畳間の侵略者!?』<br />『ブレイブウィッチーズ』<br />『政宗くんのリベンジ』<br />『CHAOS;CHILD』<br />『三ツ星カラーズ』<br />『賢者の孫』<br />『俺を好きなのはお前だけかよ』<br />『痛いのは嫌なので防御力に極振りしたいと思います。』<br />など。	http://www.silverlink.co.jp/		作品名にタグ	ミタカシ	シ	1	13	47	2
147	完了	東京都	三鷹市	アクタス	181-0013	東京都三鷹市下連雀3-36-1	トリコナ4F	35.701664	139.560235			03-5311-1262	アニメ制作会社	アクタス	アニメ制作会社。1998年7月6日設立。<br />代表作は、<br />『ごぞんじ！月光仮面くん』<br />『マーメイドマイメロディー ぴちぴちピッチ 』<br />『もえたん』<br />『ゆとりちゃん』<br />『鋼鉄神ジーグ』<br />『甲虫王者ムシキング 森の民の伝説』<br />など。	http://actas-inc.co.jp/			ミタカシ	ア	1	13	47	2
148	完了	東京都	三鷹市	バイブリーアニメーションスタジオ	181-0013	東京都三鷹市下連雀6-1-33	三鷹ビル3F	35.691082	139.568754	http://bibury-st.com/			アニメ制作会社	ハイフリイアニメイションスタシオ	アニメ監督の天衝が、2017年 5月1日に設立したアニメ制作会社。				ミタカシ	ハ	1	13	47	2
149	完了	東京都	府中市1	ベガエンタテイメント	183-0023	東京都府中市宮町2-15-13	第15三ツ木ビル7F	35.669759	139.481121			042-368-8816	アニメ制作会社	ヘカエンタテイメント	アニメ制作会社。1993年8月5日設立。<br />代表作は、<br />『コスモウォーリアー零』<br />『ガンフロンティア』<br />『ふぉうちゅんドッグす』<br />『SUBMARINE SUPER 99』<br />など。	http://www.vega-entertainment.co.jp/			#N/A	ヘ	1	13	#N/A	#N/A
150	完了	東京都	小金井市	スタジオジブリ	184-0002	東京都小金井市梶野町1-4-25		35.703195	139.529133	"https://www.google.co.jp/maps/@35.703034,139.529053,3a,90y,42.11h,89.51t/data=!3m4!1e1!3m2!1slk0zMhHp30ntlNu_6towLg!2e0?hl=ja"		0422-53-3610	アニメ制作会社	スタシオシフリ	『風の谷のナウシカ』を制作したスタッフを改組し、徳間書店の出資によって1985年6月に設立したアニメ制作会社。<br />その後、徳間書店から分離・独立。	http://www.ghibli.jp/			コガネイシ	ス	1	13	30	2
151	完了	東京都	小金井市	feel.	184-0002	東京都小金井市梶野町5-11-5	パピスプラザ401	35.702043	139.527266				アニメ制作会社	フィイル	スタジオぴえろで制作をしていた瀧ヶ崎誠が、2002年12月26日に設立したアニメ制作会社。初の元請制作作品は、2005年の『ジンキ・エクステンド』。<br />代表作は、<br />『ジンキ・エクステンド』<br />『D.C.S.S.～ダ・カーポ セカンドシーズン～』<br />『乙女はお姉さまに恋してる』<br />『ながされて藍蘭島』<br />『D.C.II～ダ・カーポII～』<br />『かなめも』<br />『kiss×sis』<br />『まよチキ！』<br />『普通の女子校生が【ろこどる】やってみた。』<br />『やはり俺の青春ラブコメはまちがっている。続』<br />『だがしかし』<br />『月がきれい』<br />『ヒナまつり』<br />『ISLAND』<br />『この世の果てで恋を唄う少女YU-NO』<br />など。				コガネイシ	フ	1	13	30	2
152	完了	東京都	小金井市	ZEXCS（ゼクシス）	184-0002	東京都小金井市梶野町5-11-5	パピスプラザ501	35.702050	139.527266			0422-40-2081	アニメ制作会社	セクシス	1998年1月23日設立のアニメ制作会社。<br />代表作は、<br />『シスター・プリンセス』<br />『D.C.～ダ・カーポ～』<br />『好きなものは好きだからしょうがない!!』<br />『Canvas2～虹色のスケッチ～』<br />『レンタルマギカ』<br />『うみものがたり～あなたがいてくれたコト～』<br />『おまもりひまり』<br />『お兄ちゃんのことなんかぜんぜん好きじゃないんだからねっ!!』<br />『好きっていいなよ。』<br />など。	http://www.zexcs.co.jp/			コガネイシ	セ	1	13	30	2
153	完了	東京都	小金井市	M.S.C	184-0015	東京都小金井市貫井北町3-18-10		35.710407	139.495895	-			アニメ制作会社	エム・エス・シイ	Production I.G制作作品を中心に各社のグロス請け制作を行っている1999年6月11日設立のアニメ制作会社。	http://msc-jp.biz/			コガネイシ	エ	1	13	30	2
154	完了	東京都	国分寺市	シーステイション 本社	185-0012	東京都国分寺市本町4-1-9	本町クリスタルビル2F	35.700590	139.478056				アニメ制作会社	シイステイション　テシタル部	アニメ制作会社ビィートレインの作画・デザイン部門				コクブンジシ	シ	1	13	31	2
155	完了	東京都	国分寺市	シーステイション デジタル部	185-0021	東京都国分寺市南町3-22-13	内科ビル2F	35.698944	139.478184				アニメ制作会社	シイステイション	アニメ制作会社ビィートレインの作画・デザイン部門	http://cstation.jp/?page_id=5			コクブンジシ	シ	1	13	31	2
156	完了	東京都	小平市	デイヴィッドプロダクション	187-0032	東京都小平市小川町1-88-1	M&K東大和ビル3F	35.732775	139.438144				アニメ制作会社	デイヴィッドプロダクション	GDH（現・ゴンゾ）のプロデューサーだった沖浦泰斗と、旧ゴンゾの元代表取締役社長の梶田浩司らが独立して2007年9月に設立したアニメ制作会社。<br />初の元請制作は、2009年の『リストランテ・パラディーゾ』。<br />2014年8月1日付でフジテレビジョンの子会社となり、オフィスを西東京市田無町から小平市に移転。	http://davidproduction.jp/			コダイラシ	テ	1	13	32	2
157	完了	東京都	小平市	P.A.WORKS 東京P-10スタジオ	187-0045	東京都小平市学園西町2-12-25		35.722722	139.475909	"https://www.google.co.jp/maps/@35.722872,139.475926,3a,75y,190.72h,100.71t/data=!3m4!1e1!3m2!1sDFwg42x4Ht_ff3UJi9QT-w!2e0?hl=ja"		042-349-2100	アニメ制作会社	ヒイエエワアクストウキョウヒイテンスタシオ	アニメ制作会社。本社は富山県。<br />代表作は、<br />『true tears』<br />『CANAAN』<br />『Angel Beats！』<br />『花咲くいろは』<br />『Another』<br />『TARI TARI』<br />『マイの魔法と家庭の日』<br />など。	http://www.pa-works.jp/			コダイラシ	ヒ	1	13	32	2
158	完了	東京都	西東京市	SUNRISE BEYOND	188-0004	東京都西東京市西原町1-4-1	鵜野ビル	35.732155	139.538766				アニメ制作会社	サンライスヒヨント	1995年6月にProduction I.Gの子会社として設立し、Production I.Gの持株会社IGポートの連結子会社となっていたアニメ制作会社「XEBEC（ジーベック）」のポストプロダクション部門を除く映像制作事業を継承する形で、事業譲渡先であるサンライズが2019年4月1日に設立したアニメ企画・製作会社。<br />本社も旧・XEBEC本社を継承しているものの、XEBEC制作作品の著作権は、IGポートグループの保有となっている。	http://sunrisebeyond.co.jp/			ニシトウキョウシ	サ	1	13	37	2
159	完了	東京都	西東京市	シンエイ動画	188-0011	東京都西東京市田無町3-9-21		35.729293	139.541929	"https://www.google.co.jp/maps/@35.7290504,139.5420222,3a,75y,327.07h,104.34t/data=!3m4!1e1!3m2!1sQe_TM3Dx4SqKw2a-odtD9w!2e0?hl=ja"			アニメ制作会社	シンエイトウカ	アニメ制作会社。1976年9月9日創設。<br />代表作は、<br />『忍者ハットリくん』<br />『パーマン』<br />『エスパー魔美』<br />『プロゴルファー猿』<br />『チンプイ』<br />『美味しんぼ』<br />『おぼっちゃまくん』<br />『クレヨンしんちゃん』<br />『あたしンち』<br />『笑ゥせぇるすまん』<br />『21エモン』<br />『ジャングルはいつもハレのちグゥ』<br />など。	http://www.shin-ei-animation.jp/			ニシトウキョウシ	シ	1	13	37	2
160	完了	東京都	西東京市	Triple A	188-0011	東京都西東京市田無町7-19-3	プラザハウス海老沢1F	35.732413	139.535964			042-459-2114	アニメ制作会社	トリフルエエ	グロス請けを中心に活動しているアニメ制作会社。2002年12月6日設立。	http://www.triplea-2002.com/			ニシトウキョウシ	ト	1	13	37	2
161	完了	東京都	西東京市	C2C	188-0011	東京都西東京市田無町7-19-3	プラザハウス海老沢2F	35.732413	139.535964			042-453-6000	アニメ制作会社	シイツウシイ	Triple Aの子会社のアニメ制作会社。2009年5月設立。<br />社名は「Challenge To Challenge」の略。<br />代表作は、<br />『はるかなレシーブ』、<br />『ひとりぼっちの○○生活』、<br />『社長、バトルの時間です！』<br />など。	http://www.c2c2009.com/			ニシトウキョウシ	シ	1	13	37	2
162	完了	東京都	西東京市	エクラアニマル	188-0033 	東京都西東京市北原町3-6-10		35.736705	139.541937	"https://www.google.co.jp/maps/@35.7366606,139.5417718,3a,45y,48.9h,93.28t/data=!3m4!1e1!3m2!1sE_quRVJfJajDymTler_vnw!2e0?hl=ja"		042-465-9331	アニメ制作会社	エクラアニマル	グロス請けを中心に活動しているアニメ制作会社。1982年12月13日創設。	http://www.anime.or.jp/			ニシトウキョウシ	エ	1	13	37	2
163	完了	東京都	西東京市	作楽クリエイト 東京スタジオ	202-0022	東京都西東京市柳沢6-1-2	宮澤ビル201	35.728314	139.552593			042-465-7401	アニメ制作会社	サクラクリエイトトウキョウスタシオ	作楽クリエイトの制作スタジオ。本社は長野県上田市。	http://www.sakura-c.com/			ニシトウキョウシ	サ	1	13	37	2
164	完了	東京都	東村山市	アスリード	189-0013	東京都東村山市栄町1-23-5	高橋ビル1F	35.751001	139.474923			042-306-4450	アニメ制作会社	アスリイト	XEBECで制作をしていた平松巨規が2003年11月に設立したアニメ制作会社。初の元請制作作品は、2004年の『雲のむこう、約束の場所』。<br />代表作は、<br />『SHUFFLE! 』、<br />『みなみけ～おかわり～ 』、<br />『喰霊-零- 』、<br />『未来日記』、<br />『ビッグオーダー』、<br />『ロード オブ ヴァーミリオン 紅蓮の王』、<br />『ありふれた職業で世界最強』<br />など。	http://www.asread.net/			ヒガシムラヤマシ	ア	1	13	41	2
165	完了	東京都	東久留米市	ピー・アール・エー	203-0014	東京都東久留米市東本町14-25	カムレイド305	35.762478	139.535393				アニメ制作会社	ヒイアアルエエ	グロス請けを中心に活動しているアニメ制作会社。2004年2月4日設立。				ヒガシクルメシ	ヒ	1	13	40	2
166	完了	東京都	清瀬市	ゆめ太カンパニー	204-0022	東京都清瀬市松山1-42-20	横山ビル2F	35.767765	139.516236				アニメ制作会社	ユメタカンパニー	旧・ゆめ太カンパニー（1986年3月5日設立）とハルフィルムメーカー（1993年8月11日設立）の合併会社であったTYOアニメーションズ（2009年7月設立）が、2017年11月30日にグラフィニカの100%子会社となり、元社名に変更したアニメ制作会社。	http://www.yumeta.co.jp/			キヨセシ	ユ	1	13	28	2
167	完了	茨城県	つくば市	WIT STUDIO　茨城スタジオ	305-0031	茨城県つくば市吾妻2-5-1	つくば市産業振興センター206号室	36.085058	140.108701				アニメ制作会社	ウィットスタシオ4	アニメ制作会社WIT STUDIOの制作スタジオの一つ。	http://www.witstudio.co.jp/			ツクバシ	ウ	1	8	19	2
168	完了	埼玉県	さいたま市	亜細亜堂	338-0012	埼玉県さいたま市中央区大戸2-11-7		35.863378	139.635197	"https://www.google.co.jp/maps/@35.863349,139.634989,3a,75y,96.41h,109.26t/data=!3m4!1e1!3m2!1s-_gdl8WJ7XJpSke7KplC8g!2e0?hl=ja"		048-855-3388	アニメ制作会社	アシアトウ	アニメ制作会社。1978年10月4日創業。<br />代表作は、<br />『忍たま乱太郎』<br />『絶対少年』<br />『英國戀物語エマ 第二幕』<br />『ヨコハマ買い出し紀行』<br />など。	http://ajiado.co.jp/			サイタマシ	ア	1	11	1	2
169	完了	埼玉県	新座市	手塚プロダクション 新座スタジオ	352-0011	埼玉県新座市野火止4-4-14		35.797697	139.558566	"https://www.google.co.jp/maps/@35.7978107,139.5583484,3a,75y,116.47h,113.92t/data=!3m6!1e1!3m4!1sfEAoXNw2HA9Pi7CgCodExg!2e0!7i13312!8i6656"		048-481-7771	アニメ制作会社	テツカフロタクションニイサスタシオ	手塚プロの美術、演出、作画などのセクションが置かれているアニメーション制作のスタジオ。<br />手塚治虫の仕事場や、直筆原稿、アニメーションの資料等も保存されてる。	https://tezuka.co.jp/access/			ニイザシ	テ	1	11	12	2
170	完了	埼玉県	所沢市	スタジオパストラル	359-1106	埼玉県所沢市東狭山ヶ丘6-2776-3	Gプラザビル	35.816810	139.426414			04-2937-6791	アニメ制作会社	スタシオハストラル	シャフト制作作品を中心に各社のグロス請け制作を行っているアニメ制作会社。2004年10月設立。				トコロザワシ	ス	1	11	15	2
171	完了	長野県	上田市	作楽クリエイト	386-0025	長野県上田市天神2-4-60		36.402458	138.243102			0268-38-5669	アニメ制作会社	サクラクリエイトホンシャ	グロス請けを中心に活動しているアニメ制作会社。2002年2月8日設立。	http://www.sakura-c.com/		Google map便り。社屋の明確な証拠なし。	ウエダシ	サ	1	20	15	2
172	完了	大阪府	大阪市	ライデンフィルム 大坂スタジオ	532-0011	大阪府大阪市淀川区西中島4-2-9	NLC第5ビル3F	34.726624	135.497694				アニメ制作会社	ライテンフィルムオオサカスタシオ	ライデンフィルムの地方拠点として、2012年の10月に設立したの制作スタジオ。本社は東京都杉並区上荻。				オオサカシ	ラ	1	27	1	5
173	完了	大阪府	大阪市	アングル	532-0011	大阪府大阪市淀川区西中島5-7-25	チサンマンション新大阪十番館201	34.729165	135.500713			06-4806-0125	アニメ制作会社	アンクル	中村プロ出身の井上哲が1992年に設立したアニメ制作会社。	http://www.ingres-osaka.com/			オオサカシ	ア	1	27	1	5
174	完了	大阪府	大阪市	アニメーションDo	541-0045	大阪府大阪市中央区道修町1-7-10	扶桑道修町ビル5F	34.688227	135.507207				アニメ制作会社	アニメイショントゥウ	京都アニメーション大阪スタジオを法人化して2000年4月7日に設立されたアニメ制作会社。京都アニメーションのグロス請けを主に手がけています。	http://www.animationdo.co.jp/			オオサカシ	ア	1	27	1	5
175	完了	京都府	京都市	ライデンフィルム 京都スタジオ	604-8141	京都府京都市中京区泉正寺町334	日昇ビル3F	35.005943	135.762372	"https://www.google.co.jp/maps/@35.0061516,135.762555,3a,75y,216.96h,101.2t/data=!3m4!1e1!3m2!1s0hQiAKvLldPmJXJSHJbSPA!2e0?hl=ja"			アニメ制作会社	ライテンフィルムキョウトスタシオ	ライデンフィルムの地方拠点として、2015年1月に設立した制作スタジオ。本社は東京都杉並区上荻。	http://lidenfilms.jp/			キョウトシ	ラ	1	26	10	5
176	完了	京都府	京都市	サンジゲン 京都スタジオ	604-8141	京都府京都市中京区泉正寺町334	日昇ビル4F	35.005943	135.762372	"https://www.google.co.jp/maps/@35.0061516,135.762555,3a,75y,216.96h,101.2t/data=!3m4!1e1!3m2!1s0hQiAKvLldPmJXJSHJbSPA!2e0?hl=ja"			アニメ制作会社	サンシケンキョウトスタシオ	サンジゲンの制作スタジオ。本社は東京都杉並区上荻。	http://www.sanzigen.co.jp/			キョウトシ	サ	1	26	10	5
177	完了	京都府	宇治市	京都アニメーション 本社	611-0002 	京都府宇治市木幡大瀬戸32		34.924734	135.798586	"https://www.google.co.jp/maps/@34.924747,135.798598,2a,90y,90t/data=!3m5!1e2!3m3!1s103703101!2e1!3e10"		0774-33-1130	アニメ制作会社	キョウトアニメイションホンシャ	アニメーターの兄・杉山卓の紹介で旧・虫プロダクションで仕上げをしていた杉山陽子が、転職して京都に移住し、鉄道会社の経理担当だった八田英明と結婚。宇治市で結婚生活を送っていた陽子は、再びアニメの仕事がしたいと兄に相談して、シンエイ動画の社長・楠部大吉郎を紹介してもらい、近所の主婦を集めてシンエイ動画の仕上げを行う彩色工房「京都アニメスタジオ」を創設。<br />1981年12月には京都のローカル情報紙にテレビアニメの彩色を教えると受講生を募集する広告を掲載。こうして半年後に、主婦らに彩色を教えながら、東京のアニメ制作会社から仕上げの下請けを請け負う会社を創業。<br />1985年7月12日には、陽子の夫である八田英明を社長に「有限会社 京都アニメーション」として法人化。<br />1986年に作画部門を設立し、1987年のタツノコプロ作品『赤い光弾ジリオン』で制作実務を請け負ったことを転機に、1990年代半ばには演出・作画・仕上げ・背景・撮影などを担える体制を整え、テレビアニメのグロス請けを始める。<br />1992年に、シンエイ動画からの受注で制作した『内田春菊の呪いのワンピース』では、初めて社内スタッフのみで演出から仕上げまでを担当。<br />シンエイ動画、サンライズ、ぴえろ、タツノコプロ、GONZOといった主要取引先の他、スタジオジブリ作品（『紅の豚』『魔女の宅急便』）の制作にも参加。<br />1999年に株式会社化。<br />2002年には『ナースウィッチ小麦ちゃんマジカルて』第1～2話にてタツノコプロと共同元請制作。<br />2003年、『フルメタル・パニック? ふもっふ』にて初の元請制作（タツノコプロの制作協力）。<br />2005年には『AIR』を全話社内のみで制作。以降、自社元請制作に専念し、毎年1作ずつテレビアニメシリーズを制作するようになる。	http://www.kyotoanimation.co.jp/			ウジシ	キ	1	26	14	5
178	完了	京都府	宇治市	京都アニメーション 第2スタジオ	611-0002	京都府宇治市木幡内畑34-11	ハイショップビル3F	34.92558	135.795465	"https://www.google.co.jp/maps/@34.9256948,135.795654,3a,73.6y,225.56h,95.94t/data=!3m4!1e1!3m2!1sag6WIRdBryQYksSdtxOdpw!2e0?hl=ja"			アニメ制作会社	キョウトアニメイションタイニスタシオ	京都アニメーションの制作スタジオ。	http://www.kyotoanimation.co.jp/			ウジシ	キ	1	26	14	5
179	完了	徳島県	徳島市	ufotable 徳島スタジオ	770-0911	徳島県徳島市東船場町1-13	国際東船場113ビル4F	34.070331	134.548938	"https://www.google.co.jp/maps/@34.0702468,134.5488141,3a,90y,20.64h,104.21t/data=!3m4!1e1!3m2!1s1cdrcKKiarcw5eB98ffSsw!2e0?hl=ja"		0763-62-4139	アニメ制作会社	ユウフォテエフルトクシマスタシオ	代表取締役である近藤光の出身が徳島である縁から、2009年4月に開設されたufotableの制作スタジオ。				トクシマシ	ユ	1	36	1	7
180	完了	富山県	南砺市	P.A.WORKS 本社スタジオ	939-1865	富山県南砺市立野原東1508−8		36.502040	136.872644				アニメ制作会社	ヒイエエワアクスホンシャスタシオ	タツノコプロ出身でProduction I.Gの元プロデューサー、ビィートレインの取締役だった堀川憲司が2000年11月10日に設立したアニメ制作会社。<br />堀川が、養子に入った妻の実家との、子供が小学校に上がる頃には富山に帰るという約束を守って富山に移ったものの、アニメの仕事以外の経験がなかったために、富山で就職できそうなアニメ制作会社を探すも存在せず、仕方がなく自分でアニメ制作会社を作ったというのが設立の経緯であった。<br />社名は「Progressive Animation Works」の略。				ナントシ	ヒ	1	16	12	4
181	完了	福岡県	福岡市	プロジェクトスタジオQ	812-0016	福岡県福岡市博多区博多駅南1-8-12	博多駅南MTビル6-A	33.586193	130.422767	"https://www.google.co.jp/maps/@33.5860648,130.4229059,3a,89.6y,333.75h,120.06t/data=!3m6!1e1!3m4!1s5SsHmCbwQBQrz7tJfIGwrw!2e0!7i13312!8i6656"			アニメ制作会社	フロシェクトスタシオキュウ	アニメ制作会社のカラー、動画投稿サービス「ニコニコ動画」を運営するドワンゴ、福岡を中心に専修学校などを運営する麻生専門学校グループが共同設立したアニメ・CG制作会社。<br />2017年7月3日設立。	https://studio-q.co.jp/			フクオカシ	フ	1	40	1	8
182	完了	宮城県	白石市	旭プロダクション 白石スタジオ	989-0257	宮城県白石市字亘理町37-3	白石市情報センター アテネ内	38.008199	140.620773	"https://www.google.co.jp/maps/@38.0084255,140.6205627,3a,75y,114.32h,98.46t/data=!3m4!1e1!3m2!1sSFW-geYnlY4WNDOjgO93jw!2e0?hl=ja"		0224-22-1281	アニメ制作会社	アサヒフロタクションミヤキシライシスタシオ	旭プロダクションの制作スタジオ。本社は東京都練馬区関町北。	http://www.asahi-pro.co.jp/			シロイシシ	ア	1	4	9	1
